City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
349,Hervey Bay,AU,-25.2986,152.8535,25.0,75,22,3.13,few clouds
350,Jalu,LY,29.0331,21.5482,15.79,32,0,3.53,clear sky
351,Marawi,PH,7.9986,124.2928,24.04,84,100,1.27,overcast clouds
352,Marsh Harbour,BS,26.5412,-77.0636,19.96,57,66,11.99,broken clouds
353,Cape Coast,GH,5.1053,-1.2466,26.71,86,44,3.48,scattered clouds
354,Shubarkuduk,KZ,49.1447,56.4872,2.17,88,99,9.91,overcast clouds
355,Dingle,PH,10.9995,122.6711,28.51,69,62,5.49,broken clouds
356,Morondava,MG,-20.2833,44.2833,25.51,80,0,0.63,clear sky
357,Hokitika,NZ,-42.7167,170.9667,16.87,63,100,2.56,overcast clouds
358,Longyearbyen,SJ,78.2186,15.6401,-7.0,79,75,4.12,light snow
359,Sri Aman,MY,1.2376,111.4621,24.0,94,20,0.66,few clouds
360,Vidalia,US,32.2177,-82.4135,9.0,46,1,1.54,clear sky
361,Tucuman,AR,-26.8241,-65.2226,21.0,83,75,1.54,broken clouds
362,Miram Shah,PK,33.0086,70.0697,14.55,20,0,1.1,clear sky
363,Davila,PH,18.4726,120.5763,28.0,74,20,2.57,few clouds
364,Yumen,CN,40.2833,97.2,5.48,25,100,8.76,overcast clouds
365,Kiruna,SE,67.8557,20.2251,-3.0,74,20,2.06,few clouds
366,Cap Malheureux,MU,-19.9842,57.6142,26.11,81,22,1.34,few clouds
367,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,23.18,70,100,2.24,overcast clouds
368,Souillac,MU,-20.5167,57.5167,24.0,100,75,5.28,light rain
369,Baghdad,IQ,33.3406,44.4009,15.0,51,0,8.23,clear sky
370,West Bay,KY,19.3667,-81.4167,27.0,69,20,4.63,few clouds
371,Kemin,KG,42.7846,75.6892,-4.87,58,0,3.49,clear sky
372,Tilichiki,RU,60.4667,166.1,-9.43,71,82,5.67,broken clouds
373,Champerico,GT,14.3,-91.9167,31.0,62,20,3.09,few clouds
374,Walvis Bay,NA,-22.9575,14.5053,17.0,77,10,3.6,clear sky
375,Kampot,KH,10.6167,104.1833,28.0,74,40,3.6,light rain
376,Laguna,US,38.421,-121.4238,27.0,16,1,4.63,clear sky
377,Bucerias,MX,20.75,-105.3333,25.0,69,75,2.06,broken clouds
378,Praia Da Vitoria,PT,38.7333,-27.0667,16.11,88,75,11.01,broken clouds
379,Yarada,IN,17.65,83.2667,29.0,94,40,2.57,mist
380,Belyy Yar,RU,53.6039,91.3903,2.0,41,0,5.0,light snow
381,Pringsewu,ID,-5.3582,104.9744,24.51,94,100,0.91,moderate rain
382,Sayyan,YE,15.1718,44.3244,13.35,27,0,1.04,clear sky
383,Rundu,NA,-17.9333,19.7667,18.07,58,9,2.31,clear sky
384,Ampanihy,MG,-24.7,44.75,21.11,66,0,2.9,clear sky
385,Waingapu,ID,-9.6567,120.2641,26.15,88,100,3.52,light rain
386,Kourou,GF,5.1552,-52.6478,24.0,94,75,1.03,mist
387,Joinville,BR,-26.3044,-48.8456,20.56,90,43,0.53,scattered clouds
388,Vestmannaeyjar,IS,63.4427,-20.2734,6.22,91,100,4.12,overcast clouds
389,Ahipara,NZ,-35.1667,173.1667,21.98,57,1,3.38,clear sky
390,Cooma,AU,-36.2333,149.1333,20.0,64,0,4.12,clear sky
391,Honningsvag,NO,70.9821,25.9704,0.02,85,16,4.07,light snow
392,San Patricio,US,28.017,-97.5169,19.0,52,1,5.66,clear sky
393,Aripuana,BR,-9.1667,-60.6333,22.41,93,100,1.01,overcast clouds
394,Jand,PK,33.4299,72.0193,14.62,27,0,2.83,clear sky
395,Port Hedland,AU,-20.3167,118.5667,34.0,20,50,6.69,scattered clouds
396,Grootfontein,NA,-19.5667,18.1167,15.0,88,7,1.03,clear sky
397,Great Falls,US,47.5002,-111.3008,19.0,16,1,10.29,clear sky
398,Haimen,CN,23.1935,116.6142,25.0,88,75,2.0,mist
399,Camopi,GF,3.1655,-52.3158,22.26,99,100,1.25,overcast clouds
400,Maldonado,UY,-34.6667,-54.9167,19.0,88,20,3.09,few clouds
401,Pangnirtung,CA,66.1451,-65.7125,-28.47,73,1,2.99,clear sky
402,Tezu,IN,27.9167,96.1667,21.85,51,17,1.12,few clouds
403,Lewes,GB,50.8736,0.0113,6.11,82,3,5.88,clear sky
404,Ciudad Guayana,VE,8.3533,-62.6528,26.67,68,100,2.68,overcast clouds
405,Marakkanam,IN,12.2,79.95,27.57,83,33,7.71,scattered clouds
406,Teguldet,RU,57.3064,88.1667,-1.35,95,100,5.16,light snow
407,Ust-Omchug,RU,61.15,149.6333,-13.47,75,23,1.64,few clouds
408,Leningradskiy,RU,69.3833,178.4167,-23.34,92,85,1.79,overcast clouds
409,Dukat,RU,62.55,155.55,-15.46,82,22,2.45,few clouds
410,Barguzin,RU,53.6167,109.6167,-0.15,78,89,2.85,overcast clouds
411,Teya,RU,60.3778,92.6267,-2.65,92,100,2.93,overcast clouds
412,Saint Marys,US,30.7305,-81.5465,11.11,61,1,2.57,clear sky
413,Karatau,KZ,43.1667,70.4667,-1.22,63,0,2.09,clear sky
414,Veselynove,UA,47.3567,31.2349,6.31,76,91,6.0,overcast clouds
415,Nishihara,JP,26.1842,127.7558,24.0,94,90,2.06,mist
416,Mareeba,AU,-17.0,145.4333,28.0,61,40,7.2,scattered clouds
417,Ostrovnoy,RU,68.0531,39.5131,-6.32,97,100,3.88,overcast clouds
418,Callaway,US,30.153,-85.5699,12.78,41,0,0.89,clear sky
419,Dauphin,CA,51.1494,-100.0502,15.0,29,1,4.63,clear sky
420,Coihaique,CL,-45.5752,-72.0662,12.0,76,75,2.57,broken clouds
421,Andenes,NO,69.3143,16.1194,0.0,86,100,5.14,light rain
422,Almaznyy,RU,48.0448,40.045,6.0,93,40,6.0,scattered clouds
423,Huarmey,PE,-10.0681,-78.1522,21.54,81,35,3.0,scattered clouds
424,Glendive,US,47.1053,-104.7125,18.89,20,1,4.12,clear sky
425,Pell City,US,33.5862,-86.2861,8.0,56,20,1.68,few clouds
426,Kerema,PG,-7.9631,145.7785,29.06,70,97,2.02,overcast clouds
427,Salinopolis,BR,-0.6136,-47.3561,25.85,83,20,3.36,few clouds
428,Coahuayana,MX,18.7333,-103.6833,28.0,42,40,1.92,scattered clouds
429,Sakakah,SA,29.9697,40.2064,12.0,40,0,7.2,clear sky
430,Cedro,BR,-6.6067,-39.0622,22.68,76,2,1.33,clear sky
431,Pavlodar,KZ,52.3,76.95,0.0,74,0,4.0,clear sky
432,Vardo,NO,70.3705,31.1107,-1.03,79,35,2.4,scattered clouds
433,Tekeli,KZ,44.83,78.8239,-5.27,75,100,3.52,overcast clouds
434,Ahuimanu,US,21.4447,-157.8378,25.0,61,40,5.66,scattered clouds
435,Kupang,ID,-10.1667,123.5833,23.0,100,90,2.57,heavy intensity rain
436,Talara,PE,-4.5772,-81.2719,21.77,81,21,4.07,few clouds
437,Korla,CN,41.7597,86.1469,8.11,35,100,6.95,overcast clouds
438,San Andres,CO,12.5847,-81.7006,27.0,74,75,5.14,broken clouds
439,Tecoanapa,MX,16.5167,-98.75,27.56,67,5,2.23,clear sky
440,Tashla,RU,51.7716,52.7427,0.19,95,100,3.64,snow
441,Luena,AO,-11.7833,19.9167,16.82,97,100,1.43,light rain
442,Mandan,US,46.8267,-100.8896,19.0,20,1,6.69,clear sky
443,Tura,IN,25.5198,90.2201,22.76,60,0,1.51,clear sky
444,Berlevag,NO,70.8578,29.0864,-2.34,85,40,4.83,scattered clouds
445,Hami,CN,42.8,93.45,9.45,15,0,1.56,clear sky
446,Auki,SB,-8.7676,160.7034,30.84,60,64,1.39,broken clouds
447,Olinda,BR,-8.0089,-34.8553,26.0,69,40,2.57,scattered clouds
448,Joson,PH,15.9257,120.9912,29.72,46,5,1.12,clear sky
449,Kefamenanu,ID,-9.4467,124.4781,22.7,96,100,2.16,overcast clouds
450,Ust-Maya,RU,60.4167,134.5333,-13.6,78,100,5.36,overcast clouds
451,Khatima,IN,28.9167,79.9667,16.31,10,23,2.96,few clouds
452,Leh,IN,34.1667,77.5833,-5.1,50,49,2.7,scattered clouds
453,Manbij,SY,36.5281,37.9549,5.0,87,0,6.52,clear sky
454,Sakaiminato,JP,35.55,133.2333,21.0,52,20,5.14,few clouds
455,Luanda,AO,-8.8368,13.2343,27.0,89,75,3.09,light rain
456,Palu,ID,-0.8917,119.8707,30.62,52,99,0.81,overcast clouds
457,Kosh-Agach,RU,50.0,88.6667,-15.29,75,9,1.57,clear sky
458,Carmen Del Parana,PY,-27.2333,-56.2167,23.0,64,0,1.54,clear sky
459,Sabha,LY,27.0377,14.4283,18.7,24,0,4.51,clear sky
460,Nouakchott,MR,18.0858,-15.9785,24.0,60,100,6.69,overcast clouds
461,Pedernales,DO,18.0384,-71.744,25.75,73,12,3.6,few clouds
462,Zhoucheng,CN,35.9122,116.3117,9.57,84,100,8.41,overcast clouds
463,Naze,JP,28.3667,129.4833,21.0,100,75,8.23,broken clouds
464,Bambanglipuro,ID,-7.95,110.2833,27.15,76,20,2.06,few clouds
465,Kiama,AU,-34.6833,150.8667,25.56,63,0,4.02,clear sky
466,Verkhnyaya Inta,RU,65.9811,60.3094,-5.08,96,91,3.93,overcast clouds
467,Kosum Phisai,TH,16.2486,103.0674,30.56,74,75,1.03,broken clouds
468,Ust-Shonosha,RU,61.1531,41.343,-3.09,98,95,0.33,overcast clouds
469,Puerto Cabezas,NI,14.0351,-83.3888,25.24,77,35,5.28,scattered clouds
470,Anadyr,RU,64.75,177.4833,-14.0,85,75,12.0,snow
471,Udomlya,RU,57.8794,34.9925,-3.03,97,26,1.41,scattered clouds
472,Oranjemund,NA,-28.55,16.4333,15.3,90,0,4.23,clear sky
473,Santiago,CL,-33.4569,-70.6483,18.89,63,0,2.06,clear sky
474,Khasan,RU,42.4308,130.6434,7.66,82,100,1.48,overcast clouds
475,Bushehr,IR,28.9684,50.8385,25.0,61,40,3.09,haze
476,Fukue,JP,32.6881,128.8419,19.0,88,75,3.6,broken clouds
477,Chicama,PE,-7.8447,-79.1469,20.0,88,95,3.6,overcast clouds
478,Zambezi,ZM,-13.5432,23.1047,16.94,80,100,2.38,overcast clouds
479,Cosoleacaque,MX,18.0,-94.6167,25.0,94,75,9.26,broken clouds
480,Placido De Castro,BR,-10.3353,-67.1856,23.41,97,100,1.33,moderate rain
481,Sechura,PE,-5.5569,-80.8222,24.31,65,48,6.48,scattered clouds
482,Winslow,US,35.0242,-110.6974,23.0,20,1,5.66,clear sky
483,Erenhot,CN,43.6475,111.9767,1.7,30,0,2.39,clear sky
484,Moose Factory,CA,51.2585,-80.6094,-3.0,68,1,4.63,clear sky
485,Viedma,AR,-40.8135,-62.9967,20.14,55,100,7.04,overcast clouds
486,Zhuhai,CN,22.2769,113.5678,28.89,83,20,1.03,few clouds
487,San Quintin,MX,30.4833,-115.95,17.58,68,0,5.64,clear sky
488,Kashi,CN,39.4547,75.9797,3.0,87,75,2.0,broken clouds
489,Carhuaz,PE,-9.2819,-77.6447,15.57,83,96,0.61,light rain
490,Miracema Do Tocantins,BR,-9.5618,-48.3967,23.23,93,100,0.92,light rain
491,Bardiyah,LY,31.7561,25.0865,13.87,71,0,2.62,clear sky
492,Beruwala,LK,6.4788,79.9828,26.83,83,100,3.0,overcast clouds
493,Harindanga,IN,22.0383,88.3214,27.0,89,40,1.54,mist
494,Kingaroy,AU,-26.5333,151.8333,21.0,73,90,6.17,overcast clouds
495,Port Blair,IN,11.6667,92.75,25.94,68,92,1.18,overcast clouds
496,Najran,SA,17.4924,44.1277,20.0,28,0,0.52,clear sky
497,Pak Phanang,TH,8.3511,100.202,26.0,89,20,1.03,few clouds
498,Bhadrachalam,IN,17.6667,80.8833,26.85,83,14,3.16,few clouds
499,Adre,TD,13.4667,22.2,23.5,14,17,9.31,few clouds
500,General Roca,AR,-39.0333,-67.5833,23.0,56,20,3.09,few clouds
501,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,25.53,75,0,2.84,clear sky
502,Cockburn Town,TC,21.4612,-71.1419,26.0,73,40,5.14,scattered clouds
503,Kozachi Laheri,UA,46.7037,32.9776,7.65,84,100,5.88,overcast clouds
504,Grindavik,IS,63.8424,-22.4338,6.0,100,90,8.23,light intensity drizzle
505,Kondinskoye,RU,59.6481,67.41,0.37,94,100,3.43,overcast clouds
506,Kembolcha,ET,11.0816,39.7434,15.74,27,0,1.52,clear sky
507,Troitskoye,RU,52.9821,84.6757,-2.39,79,100,4.48,overcast clouds
508,Gerash,IR,27.6652,54.1371,20.0,32,0,2.06,clear sky
509,Wuning,CN,29.2589,120.2311,20.0,99,100,1.54,overcast clouds
510,La Rioja,ES,42.25,-2.5,11.0,82,0,4.12,clear sky
511,San-Pedro,CI,4.7485,-6.6363,25.92,90,61,2.17,broken clouds
512,Colesberg,ZA,-30.72,25.0972,12.36,76,0,4.58,clear sky
513,Barquisimeto,VE,10.0739,-69.3228,23.69,78,81,1.56,broken clouds
514,Coxim,BR,-18.5067,-54.76,25.62,59,83,0.96,broken clouds
515,Marystown,CA,47.1666,-55.1483,1.67,97,100,4.9,overcast clouds
516,Beyneu,KZ,45.3167,55.2,7.78,85,0,5.12,clear sky
517,Ketchikan,US,55.3422,-131.6461,2.0,100,90,6.69,moderate rain
518,Batagay,RU,67.6333,134.6333,-16.32,93,100,2.78,light snow
519,Sabang,ID,5.8933,95.3214,28.4,72,74,6.14,broken clouds
520,Progreso,MX,21.2833,-89.6667,23.33,53,40,3.09,scattered clouds
521,Campo Formoso,BR,-10.5075,-40.3214,25.27,50,47,1.65,scattered clouds
522,Beloha,MG,-25.1667,45.05,20.69,72,0,2.52,clear sky
523,Marzuq,YE,14.4,46.4667,19.74,29,5,1.95,clear sky
524,Puno,PE,-15.8333,-70.0333,7.45,77,100,3.14,overcast clouds
525,Todos Santos,MX,23.45,-110.2167,20.56,78,100,1.34,overcast clouds
526,Nisia Floresta,BR,-6.0911,-35.2086,26.0,83,20,2.57,few clouds
527,Necochea,AR,-38.5473,-58.7368,16.11,86,4,2.24,clear sky
528,Tarko-Sale,RU,64.9225,77.785,-3.42,95,100,2.86,overcast clouds
529,Coleraine,GB,55.1333,-6.6667,1.67,93,0,0.51,clear sky
530,Maryville,US,35.7565,-83.9705,7.0,29,1,1.76,clear sky
531,Svetlaya,RU,46.5389,138.3297,7.36,76,100,5.84,overcast clouds
532,Bagdarin,RU,54.4333,113.6,-2.97,57,100,3.03,overcast clouds
533,Cabedelo,BR,-6.9811,-34.8339,25.0,94,0,2.57,clear sky
534,Abha,SA,18.2164,42.5053,17.0,72,0,0.72,clear sky
535,Sistranda,NO,63.7256,8.834,4.0,65,40,8.23,scattered clouds
536,Kaa-Khem,RU,51.6833,94.7333,-6.58,82,100,0.63,overcast clouds
537,Aykhal,RU,66.0,111.5,-24.87,96,97,2.6,overcast clouds
538,Hue,VN,16.4667,107.6,26.0,89,40,2.57,scattered clouds
539,Baruun-Urt,MN,46.6806,113.2792,1.19,33,0,3.3,clear sky
540,Baijiantan,CN,45.6333,85.1833,6.06,46,100,1.79,overcast clouds
541,Makakilo City,US,21.3469,-158.0858,28.0,51,40,3.6,scattered clouds
542,Nogales,MX,31.3086,-110.9422,28.33,11,1,4.12,clear sky
543,Tolland,US,41.8501,-72.3495,-1.11,62,8,2.83,clear sky
544,Benton Harbor,US,42.1167,-86.4542,6.0,28,1,2.06,clear sky
545,Taft,IR,31.7471,54.2088,20.0,34,0,2.06,clear sky
546,Zyryanka,RU,65.75,150.85,-17.11,81,71,1.81,broken clouds
547,Besikduzu,TR,41.052,39.2284,9.0,93,75,1.74,broken clouds
548,Kenitra,MA,34.261,-6.5802,10.0,93,40,0.57,scattered clouds
549,Dumra,IN,26.5667,85.5167,21.77,10,0,3.52,clear sky
550,Mangrol,IN,21.1167,70.1167,24.89,70,20,2.05,few clouds
551,Sao Francisco Do Sul,BR,-26.2433,-48.6381,20.56,89,50,2.24,scattered clouds
552,Noyabrsk,RU,63.1994,75.4507,-1.0,97,97,4.31,light snow
553,Sorland,NO,67.667,12.6934,3.29,72,100,10.39,light rain
554,Nizwa,OM,22.9333,57.5333,23.82,23,21,0.83,few clouds
555,Rocha,UY,-34.4833,-54.3333,14.86,90,0,2.13,clear sky
556,Bosaso,SO,11.2842,49.1816,26.39,54,0,1.77,clear sky
557,Kuryk,KZ,43.2,51.65,7.75,87,1,4.94,clear sky
558,Teeli,RU,51.0333,90.2333,-0.55,31,27,0.86,scattered clouds
559,Khorixas,NA,-20.3667,14.9667,23.45,53,0,1.73,clear sky
560,Charters Towers,AU,-20.1,146.2667,26.02,51,57,7.15,broken clouds
561,Rioja,AR,-29.4111,-66.8507,22.71,60,91,3.03,overcast clouds
562,Kuala Kangsar,MY,4.7667,100.9333,26.0,83,40,2.06,scattered clouds
563,Batagay-Alyta,RU,67.8006,130.4114,-18.77,87,100,5.44,overcast clouds
564,Porto Torres,IT,40.835,8.3972,16.0,94,75,4.63,light rain
565,Piazza Armerina,IT,37.3859,14.3672,12.0,81,20,2.57,few clouds
566,Chatra,IN,24.2167,84.8667,16.0,55,0,1.72,haze
567,Baykit,RU,61.67,96.37,-5.06,94,99,0.55,light snow
568,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,23.21,98,97,0.84,overcast clouds
569,Yokadouma,CM,3.5167,15.05,21.24,71,100,0.58,overcast clouds
570,Mayo,US,38.8876,-76.5119,6.0,31,1,3.09,clear sky
571,Saint-Pierre,RE,-21.3393,55.4781,25.0,88,75,10.29,broken clouds
572,Samandag,TR,36.0842,35.9771,9.0,100,40,0.51,scattered clouds
573,Miri,MY,4.4148,114.0089,28.0,83,20,2.57,few clouds
574,Tanout,NE,14.9709,8.8879,19.69,13,0,5.26,clear sky
575,Hohhot,CN,40.8106,111.6522,2.0,55,0,3.0,clear sky
576,Boali,CF,4.8005,18.1275,27.0,74,40,0.68,scattered clouds
577,Kirovskiy,RU,45.0917,133.5136,8.62,60,100,4.87,light rain
578,Riyadh,SA,24.6877,46.7219,25.0,16,0,4.63,clear sky
579,Blackwater,AU,-23.5833,148.8833,25.94,49,52,8.96,broken clouds
580,Zhob,PK,31.3411,69.4481,15.66,25,0,1.47,clear sky
581,Morant Bay,JM,17.8815,-76.4093,26.0,73,75,5.14,broken clouds
582,Enshi,CN,30.3,109.4833,13.43,96,100,0.26,overcast clouds
583,Krynychky,UA,48.3755,34.467,6.0,93,75,3.0,mist
584,Port Lincoln,AU,-34.7333,135.8667,27.74,30,0,4.98,clear sky
585,Mezen,RU,65.8522,44.24,-6.38,97,72,1.55,broken clouds
586,Cururupu,BR,-1.8283,-44.8683,23.84,94,99,1.37,overcast clouds
587,Pochutla,MX,15.7432,-96.4661,30.0,54,75,2.09,broken clouds
588,Ushtobe,KZ,45.2514,77.9838,2.22,71,83,2.91,broken clouds
589,Marfino,RU,55.7028,37.3822,-1.0,93,100,2.0,mist
590,Korsakov,RU,46.6328,142.7813,5.0,75,99,6.0,overcast clouds
591,Ulladulla,AU,-35.35,150.4667,24.44,46,0,4.63,clear sky
592,Beaverlodge,CA,55.2166,-119.4361,6.0,42,75,2.06,broken clouds
593,Mbinga,TZ,-10.9333,35.0167,20.0,88,20,2.57,few clouds
594,Lasa,IT,46.6166,10.7002,8.89,93,0,1.54,clear sky
595,Caraguatatuba,BR,-23.6338,-45.4899,19.0,77,20,1.54,few clouds
596,Pauini,BR,-7.7136,-66.9764,23.14,97,100,0.65,overcast clouds
597,Erzin,TR,36.9559,36.2,9.44,88,7,2.24,clear sky
598,Eganville,CA,45.5334,-77.0994,1.0,25,1,2.06,clear sky
599,Caucaia,BR,-3.7361,-38.6531,27.78,89,20,3.09,few clouds
600,Nome,US,64.5011,-165.4064,-7.78,79,90,6.17,light snow
601,Padang,ID,-0.9492,100.3543,24.0,88,40,4.12,scattered clouds
602,Yerbogachen,RU,61.2767,108.0108,-9.2,90,100,4.2,light snow
603,Geraldton,AU,-28.7667,114.6,22.0,83,40,5.14,scattered clouds
604,Tiznit,MA,29.5833,-9.5,14.53,75,3,1.23,clear sky
605,Okha,RU,53.5739,142.9478,0.16,98,100,8.64,snow
606,Filingue,NE,14.3521,3.3168,24.44,9,0,4.37,clear sky
607,Maceio,BR,-9.6658,-35.7353,23.0,94,0,1.03,clear sky
608,Tenenkou,ML,14.4572,-4.9169,27.73,8,0,4.36,clear sky
609,Bahia Blanca,AR,-38.7196,-62.2724,19.58,59,95,5.26,overcast clouds
610,Nanlong,CN,31.3533,106.0631,11.28,90,100,1.83,overcast clouds
611,Montague,US,42.5356,-72.5351,0.0,56,64,0.89,broken clouds
612,Lethem,GY,3.3803,-59.7968,27.89,59,100,4.79,overcast clouds
613,Nanzhou,CN,29.3596,112.4024,10.41,89,100,4.78,overcast clouds
614,Scottsbluff,US,41.8666,-103.6672,20.0,13,1,2.06,clear sky
615,Uvalde,US,29.3669,-99.767,22.22,33,1,5.14,clear sky
616,Kirkland Lake,CA,48.1446,-80.0377,-2.0,46,28,0.68,scattered clouds
617,Palmer,US,42.1584,-72.3287,0.0,47,75,1.54,broken clouds
618,Maragogi,BR,-9.0122,-35.2225,25.37,76,0,2.87,clear sky
619,Goderich,CA,43.7501,-81.7165,-1.0,51,78,1.54,broken clouds
620,Villarrica,PY,-25.75,-56.4333,18.84,64,0,2.17,clear sky
621,Picota,PE,-6.9197,-76.3304,25.0,88,20,1.54,few clouds
622,Pechora,RU,65.1472,57.2244,-8.34,99,91,1.28,overcast clouds
623,Sao Felix Do Xingu,BR,-6.6447,-51.995,22.23,98,91,0.82,overcast clouds
624,Vostok,RU,46.4856,135.8833,2.17,94,100,3.92,overcast clouds
625,Manggar,ID,-2.8833,108.2667,28.54,73,66,3.81,broken clouds
626,Price,US,39.5994,-110.8107,21.0,12,1,1.54,clear sky
627,Sovetskiy,RU,61.3614,63.5842,-4.92,96,82,1.7,broken clouds
628,Carnot,CF,4.9409,15.8665,20.56,37,81,0.45,broken clouds
629,Volax,GR,41.3167,24.0,11.11,86,100,0.96,overcast clouds
630,Taoudenni,ML,22.6783,-3.9836,29.25,9,30,3.74,scattered clouds
631,Pisco,PE,-13.7,-76.2167,21.0,73,0,2.57,clear sky
632,Poronaysk,RU,49.2167,143.1167,3.5,85,100,7.59,overcast clouds
633,Buchanan,LR,5.8808,-10.0467,26.02,89,5,2.52,clear sky
634,Zhigansk,RU,66.7697,123.3711,-20.21,91,100,3.69,overcast clouds
635,Bouna,CI,9.2667,-3.0,26.98,30,7,1.32,clear sky
636,Mao,ES,39.8885,4.2658,13.0,94,20,2.57,few clouds
637,Evensk,RU,61.95,159.2333,-10.0,63,57,2.79,broken clouds
638,Goundam,ML,16.4145,-3.6708,26.1,8,1,3.83,clear sky
639,Bethanien,NA,-26.502,17.1583,23.33,26,17,2.02,few clouds
640,Saint-Joseph,RE,-21.3667,55.6167,25.0,88,75,10.29,light rain
641,Linhares,BR,-19.3911,-40.0722,23.6,82,100,1.82,overcast clouds
642,Palana,RU,59.1167,159.9667,-10.31,85,40,5.79,scattered clouds
643,Tevriz,RU,57.509,72.4042,1.04,98,100,3.29,light snow
644,Ust-Karsk,RU,52.7011,118.8077,-0.77,48,8,2.86,clear sky
645,Hachinohe,JP,40.5,141.5,15.62,57,64,3.76,broken clouds
646,Zabol,AF,32.25,67.25,11.08,33,44,2.89,scattered clouds
647,Asyut,EG,27.181,31.1837,11.0,62,0,3.6,clear sky
648,Imbituba,BR,-28.24,-48.6703,22.0,83,40,2.06,scattered clouds
649,Asau,RO,46.4333,26.4,4.44,60,99,0.31,light rain
650,Abu Dhabi,AE,24.4667,54.3667,24.0,69,1,1.03,clear sky
651,Bundaberg,AU,-24.85,152.35,27.22,61,75,10.8,broken clouds
652,Juegang,CN,32.3174,121.1855,13.89,91,100,0.45,overcast clouds
653,Jishui,CN,33.7333,115.4,9.67,89,100,5.6,overcast clouds
654,Hambantota,LK,6.1241,81.1185,25.0,100,0,1.54,clear sky
655,Krasnoselkup,RU,65.7,82.4667,-8.69,95,100,3.34,overcast clouds
656,Kirovohrad,UA,48.5132,32.2597,4.65,80,100,6.95,overcast clouds
657,Tsumeb,NA,-19.2333,17.7167,15.0,88,9,1.03,clear sky
658,Wismar,DE,53.9,11.4667,5.0,90,71,4.02,broken clouds
659,Salalah,OM,17.0151,54.0924,23.0,60,0,2.06,clear sky
660,Santa Lucia,ES,27.9117,-15.5407,19.0,68,40,9.26,scattered clouds
661,Wunsiedel,DE,50.0333,12.0167,2.22,77,84,2.24,broken clouds
662,Plettenberg Bay,ZA,-34.0527,23.3716,13.36,84,6,2.27,clear sky
663,Yeppoon,AU,-23.1333,150.7333,25.0,65,75,7.2,broken clouds
664,Blagoveshchenka,RU,52.8333,79.8667,-3.78,86,97,5.18,overcast clouds
665,Eirunepe,BR,-6.6603,-69.8736,23.84,99,100,0.87,heavy intensity rain
