City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Homer,US,2021-04-02 23:53:47,59.6425,-151.5483,-2.0,64,1,4.63
286,Sioux Lookout,CA,2021-04-02 23:55:56,50.1001,-91.917,10.0,34,90,4.12
287,Mutuipe,BR,2021-04-02 23:55:57,-13.2286,-39.5047,21.76,96,77,1.44
288,Tiznit,MA,2021-04-02 23:55:57,29.5833,-9.5,14.64,76,38,0.88
289,Vanavara,RU,2021-04-02 23:55:57,60.34,102.2797,-4.07,92,100,3.76
290,Alice Springs,AU,2021-04-02 23:55:57,-23.7,133.8833,22.0,43,0,4.94
291,Mount Isa,AU,2021-04-02 23:55:58,-20.7333,139.5,27.0,39,0,7.2
292,Lebu,CL,2021-04-02 23:55:58,-37.6167,-73.65,12.69,89,11,6.91
293,Leshukonskoye,RU,2021-04-02 23:55:58,64.8989,45.7622,-2.78,97,100,0.57
294,Kalmunai,LK,2021-04-02 23:55:59,7.4167,81.8167,24.71,84,6,2.01
295,Rajgarh,IN,2021-04-02 23:55:59,28.6333,75.3833,20.27,7,2,4.72
296,Nyurba,RU,2021-04-02 23:55:59,63.2842,118.3319,-23.68,92,56,1.81
297,Slave Lake,CA,2021-04-02 23:56:00,55.2834,-114.769,4.0,45,1,1.54
298,Santa Fe,AR,2021-04-02 23:56:00,-31.6333,-60.7,18.55,65,8,3.25
299,Barrow,US,2021-04-02 23:56:01,71.2906,-156.7887,-24.0,70,1,1.54
300,Alofi,NU,2021-04-02 23:56:01,-19.0595,-169.9187,30.0,66,41,4.63
301,Hamilton,US,2021-04-02 23:53:42,39.1834,-84.5333,9.0,23,1,2.06
302,San Rafael Del Sur,NI,2021-04-02 23:56:01,11.8485,-86.4384,32.0,51,75,6.17
303,Yelan,RU,2021-04-02 23:56:02,50.949,43.7378,4.26,77,19,3.52
304,Skibbereen,IE,2021-04-02 23:56:02,51.55,-9.2667,6.0,87,20,2.57
305,Te Anau,NZ,2021-04-02 23:56:03,-45.4167,167.7167,13.79,49,89,2.76
306,Feijo,BR,2021-04-02 23:56:03,-8.1642,-70.3536,23.19,97,72,1.24
307,Talnakh,RU,2021-04-02 23:56:03,69.4865,88.3972,-28.07,85,17,2.81
308,Tovste,UA,2021-04-02 23:56:04,48.8466,25.7262,4.44,66,32,1.52
309,Bialystok,PL,2021-04-02 23:56:04,53.1333,23.15,2.22,82,98,2.06
310,Port Lincoln,AU,2021-04-02 23:56:04,-34.7333,135.8667,26.23,33,0,5.32
311,Grand Gaube,MU,2021-04-02 23:56:05,-20.0064,57.6608,24.44,85,8,1.34
312,Saint Anthony,US,2021-04-02 23:56:05,45.0205,-93.218,16.11,21,40,9.26
313,Esfarayen,IR,2021-04-02 23:56:05,37.0765,57.5101,15.0,38,75,3.09
314,Vardo,NO,2021-04-02 23:56:05,70.3705,31.1107,-0.89,79,91,3.1
315,Bambanglipuro,ID,2021-04-02 23:56:06,-7.95,110.2833,25.61,83,42,1.9
316,Touros,BR,2021-04-02 23:56:06,-5.1989,-35.4608,26.0,83,20,2.06
317,Nizhniy Kuranakh,RU,2021-04-02 23:56:06,58.8353,125.4869,-12.27,87,98,1.46
318,Yumen,CN,2021-04-02 23:56:07,40.2833,97.2,4.38,23,100,7.31
319,Wahiawa,US,2021-04-02 23:56:07,21.5028,-158.0236,28.0,47,20,4.12
320,Mauganj,IN,2021-04-02 23:56:07,24.6833,81.8833,22.48,9,0,1.8
321,Novikovo,RU,2021-04-02 23:56:08,51.1537,37.8879,5.38,91,100,3.62
322,Asyut,EG,2021-04-02 23:56:08,27.181,31.1837,12.0,58,0,4.63
323,Takoradi,GH,2021-04-02 23:56:08,4.8845,-1.7554,26.5,89,39,4.29
324,Severo-Kurilsk,RU,2021-04-02 23:56:09,50.6789,156.125,-0.4,80,28,4.9
325,Gravdal,NO,2021-04-02 23:56:09,68.1214,13.5031,2.64,61,100,7.56
326,Lerwick,GB,2021-04-02 23:56:09,60.1545,-1.1494,3.0,81,40,1.03
327,Klaksvik,FO,2021-04-02 23:56:09,62.2266,-6.589,6.0,93,75,7.72
328,Bathsheba,BB,2021-04-02 23:56:10,13.2167,-59.5167,26.0,57,20,7.72
329,Belyy Yar,RU,2021-04-02 23:56:10,53.6039,91.3903,1.0,47,0,4.0
330,Hazorasp,UZ,2021-04-02 23:56:10,41.3194,61.0742,10.0,53,0,6.17
331,Montepuez,MZ,2021-04-02 23:56:11,-13.1256,38.9997,19.51,99,75,2.27
332,Port Hardy,CA,2021-04-02 23:56:11,50.6996,-127.4199,10.0,57,75,5.66
333,Longyearbyen,SJ,2021-04-02 23:56:11,78.2186,15.6401,-7.0,79,75,2.06
334,College,US,2021-04-02 23:52:49,64.8569,-147.8028,-10.56,56,75,1.09
335,Torbay,CA,2021-04-02 23:56:12,47.6666,-52.7314,4.0,100,90,4.12
336,Tagusao,PH,2021-04-02 23:56:12,9.1924,117.8141,26.7,81,97,1.67
337,Harper,LR,2021-04-02 23:56:12,4.375,-7.7169,26.08,89,56,4.22
338,Morant Bay,JM,2021-04-02 23:56:13,17.8815,-76.4093,26.0,73,75,2.57
339,Porto Recanati,IT,2021-04-02 23:56:13,43.4365,13.6613,16.0,51,5,5.14
340,Kabo,CF,2021-04-02 23:56:13,7.6994,18.629,28.41,33,74,1.2
341,Rosenberg,SK,2021-04-02 23:56:14,49.0748,19.3075,5.0,86,0,1.03
342,Umm Lajj,SA,2021-04-02 23:56:14,25.0213,37.2685,18.95,47,0,5.12
343,Ribeira Brava,PT,2021-04-02 23:56:14,32.65,-17.0667,17.0,63,40,2.57
344,Vanimo,PG,2021-04-02 23:56:14,-2.6741,141.3028,25.37,89,100,2.92
345,Nemuro,JP,2021-04-02 23:56:15,43.3236,145.575,5.0,87,75,6.69
346,Lokosovo,RU,2021-04-02 23:56:15,61.1333,74.8167,0.41,91,100,5.19
347,Macau,MO,2021-04-02 23:56:15,22.2006,113.5461,25.0,78,20,2.57
348,Redmond,US,2021-04-02 23:56:07,47.674,-122.1215,14.44,55,100,1.06
349,Oktyabrskiy,RU,2021-04-02 23:56:16,54.4815,53.471,-1.28,95,19,4.25
350,San Mateo Del Mar,MX,2021-04-02 23:56:16,16.2,-95.0,27.0,65,0,17.08
351,San Jose,US,2021-04-02 23:53:42,37.3394,-121.895,23.89,49,40,5.66
352,Esso,RU,2021-04-02 23:56:16,55.9333,158.7,-6.52,68,7,2.08
353,Gat,IL,2021-04-02 23:56:17,31.61,34.7642,11.67,100,14,2.2
354,Patiala,IN,2021-04-02 23:56:17,30.3267,76.4003,15.0,44,1,1.03
355,Mumford,GH,2021-04-02 23:56:17,5.2618,-0.759,26.49,89,75,3.65
356,La Palma,US,2021-04-02 23:56:18,33.8464,-118.0467,23.33,68,1,3.6
357,Abu Samrah,SY,2021-04-02 23:56:18,35.3029,37.1841,8.28,88,6,7.6
358,Zhuzhou,CN,2021-04-02 23:56:18,27.8333,113.15,13.0,94,75,4.0
359,Vila,PT,2021-04-02 23:56:19,42.0304,-8.1588,10.56,94,99,1.79
360,Quatre Cocos,MU,2021-04-02 23:56:19,-20.2078,57.7625,24.44,100,75,1.54
361,Yuma,US,2021-04-02 23:56:19,32.7253,-114.6244,33.89,12,1,2.57
362,Udachnyy,RU,2021-04-02 23:56:19,66.4167,112.4,-27.79,99,99,1.83
363,Aden,YE,2021-04-02 23:56:20,12.7794,45.0367,27.12,57,5,1.1
364,Vytegra,RU,2021-04-02 23:56:20,61.0064,36.4481,-3.25,97,99,0.92
365,Ponta Delgada,PT,2021-04-02 23:56:20,37.7333,-25.6667,16.0,94,75,7.72
366,Novosineglazovskiy,RU,2021-04-02 23:56:21,55.0401,61.3792,-1.0,80,0,4.0
367,Mercedes,AR,2021-04-02 23:56:21,-34.6515,-59.4307,18.89,77,69,0.89
368,Wairoa,NZ,2021-04-02 23:56:21,-39.0333,177.3667,16.67,59,72,3.13
369,Cockburn Town,TC,2021-04-02 23:56:22,21.4612,-71.1419,25.74,73,2,4.72
370,Cap Malheureux,MU,2021-04-02 23:56:22,-19.9842,57.6142,24.44,85,7,1.34
371,Cayenne,GF,2021-04-02 23:56:22,4.9333,-52.3333,25.0,94,75,1.03
372,Izhma,RU,2021-04-02 23:56:23,65.0083,53.9113,-7.73,98,62,0.71
373,Picota,PE,2021-04-02 23:56:23,-6.9197,-76.3304,29.0,65,20,2.57
374,Tasgaon,IN,2021-04-02 23:56:23,17.0333,74.6,22.53,53,32,2.51
375,Rio De Janeiro,BR,2021-04-02 23:52:11,-22.9028,-43.2075,25.56,73,40,4.12
376,Tilichiki,RU,2021-04-02 23:56:24,60.4667,166.1,-10.26,74,85,4.34
377,Mattru,SL,2021-04-02 23:56:24,7.6244,-11.8332,25.69,86,48,0.74
378,Omboue,GA,2021-04-02 23:56:24,-1.5746,9.2618,25.76,89,92,2.09
379,Dingle,PH,2021-04-02 23:56:24,10.9995,122.6711,27.29,75,71,4.77
380,Gorontalo,ID,2021-04-02 23:56:25,0.5412,123.0595,27.88,83,88,1.5
381,Aksu,CN,2021-04-02 23:56:25,41.1231,80.2644,4.07,77,99,3.94
382,Flinders,AU,2021-04-02 23:56:25,-34.5833,150.8552,24.44,73,0,0.89
383,Louis Trichardt,ZA,2021-04-02 23:56:26,-23.0439,29.9032,18.0,66,0,1.23
384,Ozark,US,2021-04-02 23:56:26,37.0209,-93.206,16.11,25,1,4.12
385,Caravelas,BR,2021-04-02 23:56:26,-17.7125,-39.2481,24.86,85,26,2.55
386,Dikson,RU,2021-04-02 23:56:26,73.5069,80.5464,-27.57,83,92,2.2
387,Naze,JP,2021-04-02 23:56:27,28.3667,129.4833,21.0,94,75,7.72
388,Itauna,BR,2021-04-02 23:56:27,-20.0753,-44.5764,18.92,79,33,2.58
389,Dubovyy Umet,RU,2021-04-02 23:56:27,52.9763,50.2857,-2.0,100,0,3.0
390,Santiago,CL,2021-04-02 23:52:05,-33.4569,-70.6483,21.0,52,0,4.12
391,Nguruka,TZ,2021-04-02 23:56:28,-5.1092,31.0419,17.25,95,48,0.41
392,Coihaique,CL,2021-04-02 23:56:28,-45.5752,-72.0662,14.0,67,75,1.54
393,Atambua,ID,2021-04-02 23:56:29,-9.1061,124.8925,23.52,94,100,4.55
394,Goundam,ML,2021-04-02 23:56:29,16.4145,-3.6708,26.94,8,3,4.26
395,Smolenka,RU,2021-04-02 23:56:29,52.1352,113.4974,-2.0,50,10,4.0
396,Tambacounda,SN,2021-04-02 23:56:30,13.7539,-13.7586,34.0,46,0,2.06
397,Verkhniy Baskunchak,RU,2021-04-02 23:56:30,48.2256,46.7217,5.85,83,61,2.56
398,Gweta,BW,2021-04-02 23:56:30,-20.1833,25.2333,22.11,39,8,3.94
399,Natal,BR,2021-04-02 23:56:31,-5.795,-35.2094,27.0,78,20,2.57
400,Comodoro Rivadavia,AR,2021-04-02 23:56:07,-45.8667,-67.5,17.0,67,0,1.54
401,Sitka,US,2021-04-02 23:56:31,57.0531,-135.33,2.0,93,90,4.63
402,Esna,EG,2021-04-02 23:54:19,25.2934,32.554,17.0,36,0,1.54
403,Parrita,CR,2021-04-02 23:53:51,9.5201,-84.3225,24.0,68,75,8.75
404,Paamiut,GL,2021-04-02 23:56:32,61.994,-49.6678,-4.6,95,100,6.64
405,Taksimo,RU,2021-04-02 23:56:32,56.3444,114.8794,-10.08,82,79,0.31
406,Isangel,VU,2021-04-02 23:56:32,-19.55,169.2667,28.65,74,83,1.18
407,Wamba,NG,2021-04-02 23:56:33,8.9333,8.6,27.16,14,34,2.25
408,Russell,US,2021-04-02 23:56:33,32.3502,-85.1999,16.0,20,1,2.06
409,Katete,UG,2021-04-02 23:56:33,-0.7818,29.7544,15.33,97,98,1.54
410,Odesskoye,RU,2021-04-02 23:56:34,54.2111,72.9651,-6.65,85,15,4.81
411,Burns Lake,CA,2021-04-02 23:56:34,54.2331,-125.7533,5.0,42,100,4.12
412,Ukiah,US,2021-04-02 23:56:34,39.1502,-123.2078,25.0,20,1,5.66
413,Vila Velha,BR,2021-04-02 23:56:35,-20.3297,-40.2925,26.0,73,75,1.54
414,Tomatlan,MX,2021-04-02 23:56:35,19.9333,-105.25,29.09,43,68,2.69
415,Pauini,BR,2021-04-02 23:56:35,-7.7136,-66.9764,23.47,96,90,0.66
416,Chimoio,MZ,2021-04-02 23:56:36,-19.1164,33.4833,19.0,82,0,1.35
417,Pacific Grove,US,2021-04-02 23:52:44,36.6177,-121.9166,16.67,59,1,4.63
418,Miraflores,MX,2021-04-02 23:56:36,19.2167,-98.8083,23.0,27,40,4.12
419,Vallenar,CL,2021-04-02 23:56:36,-28.5708,-70.7581,20.96,50,69,1.09
420,Quelimane,MZ,2021-04-02 23:54:28,-17.8786,36.8883,24.0,88,0,0.21
421,Revelstoke,CA,2021-04-02 23:56:37,50.9832,-118.2023,10.0,46,75,1.03
422,Capuluan,PH,2021-04-02 23:56:37,13.8147,122.5181,27.02,71,45,2.35
423,Champerico,GT,2021-04-02 23:56:37,14.3,-91.9167,32.0,58,20,3.09
424,Ugoofaaru,MV,2021-04-02 23:56:38,5.6667,73.0,28.19,75,7,4.99
425,Ulaangom,MN,2021-04-02 23:56:38,49.9811,92.0667,-3.5,53,0,1.02
426,Baoro,CF,2021-04-02 23:56:38,5.6667,15.9667,21.55,25,21,1.56
427,Nagyrede,HU,2021-04-02 23:56:38,47.7654,19.8482,8.89,81,0,2.06
428,Ust-Nera,RU,2021-04-02 23:56:39,64.5667,143.2,-12.83,92,99,1.3
429,Codrington,AU,2021-04-02 23:56:39,-38.2667,141.9667,26.79,27,0,7.35
430,Tautira,PF,2021-04-02 23:56:39,-17.7333,-149.15,32.0,62,40,3.09
431,Olafsvik,IS,2021-04-02 23:56:40,64.8945,-23.7142,5.45,91,86,9.8
432,Qaqortoq,GL,2021-04-02 23:56:40,60.7167,-46.0333,3.0,81,75,1.54
433,Moose Factory,CA,2021-04-02 23:56:40,51.2585,-80.6094,-2.0,59,1,5.66
434,Vila Franca Do Campo,PT,2021-04-02 23:56:41,37.7167,-25.4333,16.0,94,75,7.72
435,Muroto,JP,2021-04-02 23:56:41,33.2833,134.15,17.0,77,75,2.06
436,Bolgatanga,GH,2021-04-02 23:56:41,10.7856,-0.8514,29.02,8,6,2.17
437,Port Hedland,AU,2021-04-02 23:56:42,-20.3167,118.5667,26.0,38,7,3.09
438,Stavern,NO,2021-04-02 23:56:42,59.0,10.0333,2.0,51,65,1.03
439,Nikolayevka,RU,2021-04-02 23:56:42,53.1257,47.2041,-0.11,92,55,2.6
440,Komsomolskiy,UZ,2021-04-02 23:56:43,40.4272,71.7189,2.0,64,0,2.06
441,Hofn,IS,2021-04-02 23:56:43,64.2539,-15.2082,6.79,64,2,3.47
442,Collie,AU,2021-04-02 23:56:43,-33.3667,116.15,16.11,79,99,0.89
443,Vikarabad,IN,2021-04-02 23:56:43,17.3333,77.9,26.0,31,20,2.57
444,Mamallapuram,IN,2021-04-02 23:56:44,12.6264,80.1722,27.0,78,20,2.06
445,Belmonte,BR,2021-04-02 23:56:44,-15.8631,-38.8828,25.0,94,75,1.03
446,Kisangani,CD,2021-04-02 23:55:22,0.5167,25.2,20.58,99,99,0.83
447,Nador,MA,2021-04-02 23:56:45,35.174,-2.9287,17.0,59,0,4.63
448,Anadyr,RU,2021-04-02 23:56:45,64.75,177.4833,-14.0,78,75,11.0
449,Souillac,MU,2021-04-02 23:56:45,-20.5167,57.5167,24.0,100,75,1.54
450,Sur,OM,2021-04-02 23:56:45,22.5667,59.5289,28.5,32,57,3.11
451,Tamandare,BR,2021-04-02 23:56:46,-8.7597,-35.1047,25.54,73,3,2.97
452,Mahroni,IN,2021-04-02 23:56:46,24.5862,78.7288,22.28,10,0,3.45
453,Taoudenni,ML,2021-04-02 23:56:46,22.6783,-3.9836,30.29,9,52,4.32
454,Pierre,US,2021-04-02 23:56:47,44.3683,-100.351,24.0,12,1,7.2
455,Bartlesville,US,2021-04-02 23:55:13,36.7473,-95.9808,17.22,31,36,2.24
456,Macamic,CA,2021-04-02 23:56:47,48.7502,-78.9996,0.0,27,1,2.06
457,Tual,ID,2021-04-02 23:56:47,-5.6667,132.75,26.96,79,100,2.88
458,Ust-Maya,RU,2021-04-02 23:56:48,60.4167,134.5333,-13.74,83,100,4.83
459,Ostrovnoy,RU,2021-04-02 23:56:48,68.0531,39.5131,-5.2,95,92,3.62
460,Kawalu,ID,2021-04-02 23:56:48,-7.3817,108.2082,22.91,90,68,1.48
461,Chichibu,JP,2021-04-02 23:56:48,35.9903,139.0764,15.0,72,1,1.42
462,Libreville,GA,2021-04-02 23:56:49,0.3925,9.4537,26.0,94,20,2.06
463,Mahe,IN,2021-04-02 23:56:49,11.7,75.5333,24.83,80,84,1.76
464,Zheshart,RU,2021-04-02 23:56:49,62.0731,49.5733,-6.12,98,84,0.63
465,Leningradskiy,RU,2021-04-02 23:56:50,69.3833,178.4167,-23.84,93,97,1.65
466,Tromso,NO,2021-04-02 23:56:50,69.6496,18.957,0.0,86,75,4.12
467,Iqaluit,CA,2021-04-02 23:56:50,63.7506,-68.5145,-22.0,64,1,1.67
468,Entre Rios,BR,2021-04-02 23:56:50,-11.9419,-38.0844,23.75,80,32,3.57
469,Belaya Gora,RU,2021-04-02 23:56:51,68.5333,146.4167,-15.14,89,91,0.58
470,Vaitape,PF,2021-04-02 23:56:51,-16.5167,-151.75,27.7,69,0,0.51
471,Sawakin,SD,2021-04-02 23:56:51,19.1059,37.3321,22.73,66,19,6.15
472,Changde,CN,2021-04-02 23:56:52,29.0464,111.6783,10.15,89,100,4.25
473,Eunice,US,2021-04-02 23:56:52,30.4944,-92.4176,19.0,22,1,1.54
474,Itarare,BR,2021-04-02 23:56:52,-24.1125,-49.3317,15.65,89,36,2.42
475,Lakes Entrance,AU,2021-04-02 23:56:52,-37.8811,147.981,25.0,64,0,1.37
476,Bereda,ES,2021-04-02 23:56:53,43.2686,-7.5406,13.89,93,64,0.89
477,Yantal,RU,2021-04-02 23:56:53,56.8471,105.2542,-1.16,93,100,5.72
478,Lao Cai,VN,2021-04-02 23:56:53,22.4833,103.95,25.5,84,62,0.25
479,Pochutla,MX,2021-04-02 23:56:54,15.7432,-96.4661,34.0,38,40,5.14
480,Barcelos,PT,2021-04-02 23:56:54,41.5388,-8.6151,13.89,94,20,2.06
481,Stornoway,GB,2021-04-02 23:56:54,58.2093,-6.3865,7.22,87,90,2.06
482,Gunnedah,AU,2021-04-02 23:56:55,-30.9833,150.25,22.22,62,53,1.34
483,Broken Hill,AU,2021-04-02 23:56:55,-31.95,141.4333,24.0,41,0,4.63
484,Makhu,IN,2021-04-02 23:56:55,31.1033,74.9978,14.76,7,0,2.52
485,Mendi,PG,2021-04-02 23:56:56,-6.1761,143.6513,16.64,83,98,0.58
486,Warman,CA,2021-04-02 23:56:56,52.3168,-106.5679,11.11,16,75,5.14
487,Agirish,RU,2021-04-02 23:56:56,61.9247,63.0231,-4.49,95,14,2.19
488,Tocopilla,CL,2021-04-02 23:56:56,-22.092,-70.1979,21.0,72,35,4.1
489,Hun,LY,2021-04-02 23:56:57,29.1268,15.9477,18.65,26,0,3.78
490,Grindavik,IS,2021-04-02 23:56:57,63.8424,-22.4338,5.0,100,90,6.69
491,Hunterville,NZ,2021-04-02 23:56:57,-39.9333,175.5667,17.78,58,11,1.34
492,Nishihara,JP,2021-04-02 23:56:58,26.1842,127.7558,23.0,100,90,1.54
493,Labuhan,ID,2021-04-02 23:56:58,-6.8844,112.2051,26.62,82,66,1.81
494,Half Moon Bay,US,2021-04-02 23:53:21,37.4636,-122.4286,20.0,76,1,3.6
495,Dasoguz,TM,2021-04-02 23:56:58,41.8363,59.9666,11.0,46,0,6.17
496,Kayerkan,RU,2021-04-02 23:56:59,69.3497,87.7602,-27.46,90,22,2.66
497,Praia,CV,2021-04-02 23:55:08,14.9215,-23.5087,24.0,46,0,8.75
498,Penicuik,GB,2021-04-02 23:56:59,55.8317,-3.2242,4.0,87,0,1.54
499,Tarakan,ID,2021-04-02 23:56:59,3.3,117.6333,26.4,83,100,1.4
500,Waingapu,ID,2021-04-02 23:57:00,-9.6567,120.2641,26.04,86,100,3.05
501,Kanniyakumari,IN,2021-04-02 23:57:00,8.0833,77.5667,27.25,77,30,8.18
502,Port-Gentil,GA,2021-04-02 23:57:00,-0.7193,8.7815,26.0,94,20,4.76
503,Janakkala,FI,2021-04-02 23:57:01,60.9,24.6,1.67,96,98,2.85
504,Matara,LK,2021-04-02 23:54:43,5.9485,80.5353,25.8,90,68,3.82
505,Ketchikan,US,2021-04-02 23:57:01,55.3422,-131.6461,4.0,93,90,9.26
506,Dawei,MM,2021-04-02 23:53:19,14.0833,98.2,24.28,86,100,1.03
507,Beloha,MG,2021-04-02 23:57:01,-25.1667,45.05,20.77,74,50,2.8
508,Hasaki,JP,2021-04-02 23:57:02,35.7333,140.8333,17.78,59,20,1.54
509,Cajamarca,PE,2021-04-02 23:56:35,-7.1638,-78.5003,12.7,96,89,1.32
510,Fuyu,CN,2021-04-02 23:57:02,45.1833,124.8167,4.73,23,94,7.69
511,Beringovskiy,RU,2021-04-02 23:57:02,63.05,179.3167,-12.71,85,99,6.03
512,Bandarbeyla,SO,2021-04-02 23:57:03,9.4942,50.8122,24.61,79,7,1.58
513,Fort Wellington,GY,2021-04-02 23:57:03,6.4,-57.6,24.96,85,70,4.08
514,Menongue,AO,2021-04-02 23:57:03,-14.6585,17.691,16.45,93,94,1.51
515,Lucea,JM,2021-04-02 23:57:04,18.451,-78.1736,28.0,69,20,5.14
516,Nalut,LY,2021-04-02 23:57:04,30.3333,10.85,19.48,14,10,3.83
517,Sakakah,SA,2021-04-02 23:57:04,29.9697,40.2064,13.0,38,0,8.75
518,Alfred,US,2021-04-02 23:54:51,42.2542,-77.7906,2.0,43,1,7.72
519,Opuwo,NA,2021-04-02 23:57:05,-18.0607,13.84,22.33,66,94,2.12
520,Havelock,US,2021-04-02 23:57:05,34.8791,-76.9013,6.11,42,9,0.89
521,At-Bashi,KG,2021-04-02 23:57:05,41.1702,75.8106,-9.04,43,1,1.2
522,Abu Dhabi,AE,2021-04-02 23:54:06,24.4667,54.3667,25.0,65,0,1.54
523,Margate,GB,2021-04-02 23:57:06,51.3813,1.3862,6.67,75,53,4.02
524,Narsaq,GL,2021-04-02 23:57:06,60.9167,-46.05,3.0,81,75,1.54
525,Shingu,JP,2021-04-02 23:57:06,33.7333,135.9833,17.0,67,75,4.12
526,Ongandjera,NA,2021-04-02 23:57:06,-17.8833,15.0667,23.28,60,66,1.63
527,Tigil,RU,2021-04-02 23:57:07,57.8,158.6667,-4.89,83,49,6.64
528,Bundaberg,AU,2021-04-02 23:57:07,-24.85,152.35,25.0,73,51,7.72
529,Luangwa,ZM,2021-04-02 23:57:07,-15.6167,30.4167,18.01,80,2,0.77
530,Semenivka,UA,2021-04-02 23:57:08,52.1783,32.5818,0.94,82,19,2.29
531,Port Macquarie,AU,2021-04-02 23:57:08,-31.4333,152.9167,23.33,81,95,3.04
532,Dalbandin,PK,2021-04-02 23:57:08,28.8947,64.4101,21.02,20,0,0.64
533,Port Keats,AU,2021-04-02 23:57:09,-14.25,129.55,26.46,70,95,4.35
534,Burewala,PK,2021-04-02 23:56:49,30.1667,72.65,17.46,11,0,3.37
535,Ratnagiri,IN,2021-04-02 23:57:09,16.9833,73.3,23.66,78,28,1.31
536,Kieta,PG,2021-04-02 23:57:09,-6.2167,155.6333,28.94,71,83,1.29
537,Igra,RU,2021-04-02 23:57:10,57.5558,53.0547,0.51,81,99,5.65
538,Khomutovo,RU,2021-04-02 23:57:10,52.4658,104.4025,-5.0,74,0,1.0
539,Molochnoye,RU,2021-04-02 23:57:10,59.2917,39.6787,-3.13,95,74,1.2
540,Makarov,RU,2021-04-02 23:57:11,48.6333,142.8,4.59,70,100,7.45
541,Shimoda,JP,2021-04-02 23:57:11,34.6667,138.95,17.0,67,20,5.14
542,Kichera,RU,2021-04-02 23:57:11,55.9375,110.0997,-4.23,95,100,2.68
543,Novobirilyussy,RU,2021-04-02 23:57:11,56.9514,90.6661,-1.55,94,100,5.21
544,Shiyan,CN,2021-04-02 23:57:12,32.6475,110.7781,11.11,88,100,0.56
545,Bisauli,IN,2021-04-02 23:57:12,28.3167,78.9333,19.15,5,3,2.81
546,Kaitangata,NZ,2021-04-02 23:57:12,-46.2817,169.8464,12.22,62,91,1.34
547,Poopo,BO,2021-04-02 23:57:13,-18.3667,-66.9667,6.83,45,63,3.11
548,Fare,PF,2021-04-02 23:57:13,-16.7,-151.0167,27.82,69,0,1.25
